building_id,db_id,floor_id,bounding_box_min_z
11111111-1111-1111-1111-111111111111,33995,c1595300-71fd-443c-891b-15e5feb8e8cd,2.16
11111111-1111-1111-1111-111111111111,33997,c1595300-71fd-443c-891b-15e5feb8e8cd,-3.16
11111111-1111-1111-1111-111111111111,33999,c1595300-71fd-443c-891b-15e5feb8e8cd,-3.18
11111111-1111-1111-1111-111111111111,34001,0ddd2728-b943-435a-9774-6c6f4018c7ea,-62.31
11111111-1111-1111-1111-111111111111,34003,0ddd2728-b943-435a-9774-6c6f4018c7ea,-58.77
11111111-1111-1111-1111-111111111111,34005,0ddd2728-b943-435a-9774-6c6f4018c7ea,-62.31
11111111-1111-1111-1111-111111111111,34007,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-56.09
11111111-1111-1111-1111-111111111111,34009,0ddd2728-b943-435a-9774-6c6f4018c7ea,-57.19
11111111-1111-1111-1111-111111111111,34011,0ddd2728-b943-435a-9774-6c6f4018c7ea,-62.55
11111111-1111-1111-1111-111111111111,34013,0ddd2728-b943-435a-9774-6c6f4018c7ea,-62.55
11111111-1111-1111-1111-111111111111,34015,0ddd2728-b943-435a-9774-6c6f4018c7ea,-62.55
11111111-1111-1111-1111-111111111111,34017,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-52.14
11111111-1111-1111-1111-111111111111,34019,0ddd2728-b943-435a-9774-6c6f4018c7ea,-62.31
11111111-1111-1111-1111-111111111111,34021,0ddd2728-b943-435a-9774-6c6f4018c7ea,-57.09
11111111-1111-1111-1111-111111111111,34023,0ddd2728-b943-435a-9774-6c6f4018c7ea,-57.09
11111111-1111-1111-1111-111111111111,34025,0ddd2728-b943-435a-9774-6c6f4018c7ea,-62.8
11111111-1111-1111-1111-111111111111,34027,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-50.43
11111111-1111-1111-1111-111111111111,34029,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-55.74
11111111-1111-1111-1111-111111111111,34031,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-52.38
11111111-1111-1111-1111-111111111111,34033,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-52.38
11111111-1111-1111-1111-111111111111,34035,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-55.5
11111111-1111-1111-1111-111111111111,34037,e6d73e7e-cb1a-4b6d-bac6-4319943e0e3e,-50.14
11111111-1111-1111-1111-111111111111,34039,00856c02-8250-4129-a6c4-9c136cb7ccff,-13.42
11111111-1111-1111-1111-111111111111,34041,00856c02-8250-4129-a6c4-9c136cb7ccff,-13.42
